"","gene_name","AveExpr","logFC","pvalue","fdr","hit_annotation","LipidProbe"
"301","TIAL1",22.14812828,-0.226410341,0.114586691,0.422621487,"no hit","8-3 FA"
"302","AARS2",23.86078551,0.263801338,0.11485035,0.422621487,"no hit","8-3 FA"
"303","HPRT1",25.2100634,-0.454895519,0.114971368,0.422621487,"no hit","8-3 FA"
"304","TRNT1",22.05371964,0.223547508,0.115304669,0.422621487,"no hit","8-3 FA"
"305","SUCLG2",26.2128193,0.183666532,0.115326064,0.422621487,"no hit","8-3 FA"
"306","ISYNA1",22.58170568,-0.255033925,0.115642443,0.422621487,"no hit","8-3 FA"
"307","PAOX",22.85580752,0.241453861,0.115872799,0.422621487,"no hit","8-3 FA"
"308","MYH9",28.12755644,-0.328311101,0.116147851,0.422621487,"no hit","8-3 FA"
"309","SERBP1",24.66806115,-0.205803538,0.116629419,0.422621487,"no hit","8-3 FA"
"310","NUP133",26.42448726,0.285650338,0.116908873,0.422621487,"no hit","8-3 FA"
"311","PRDX3",25.98114716,0.325553784,0.116990923,0.422621487,"no hit","8-3 FA"
"312","YWHAE",26.11833637,-0.469466039,0.1175043,0.422621487,"no hit","8-3 FA"
"313","FDPS",23.99364811,-0.250946786,0.117537707,0.422621487,"no hit","8-3 FA"
"314","PPP4R3A",25.18507185,-0.204032207,0.117540431,0.422621487,"no hit","8-3 FA"
"315","HK2",26.20438439,0.204735159,0.118046886,0.423095031,"no hit","8-3 FA"
"316","PPP1CB",23.02400706,0.294101786,0.118784847,0.423449056,"no hit","8-3 FA"
"317","PML",24.87177426,0.208074961,0.119024631,0.423449056,"no hit","8-3 FA"
"318","TST",24.92703256,0.156648379,0.119681927,0.423449056,"no hit","8-3 FA"
"319","PSME1",24.47765908,-0.250585236,0.119989919,0.423449056,"no hit","8-3 FA"
"320","SEC23IP",24.92821723,0.202771135,0.120261817,0.423449056,"no hit","8-3 FA"
"321","INTS3",22.44500224,0.309806022,0.120716474,0.423449056,"no hit","8-3 FA"
"322","OTULIN",23.81047485,-0.287131279,0.121092508,0.423449056,"no hit","8-3 FA"
"323","EWSR1",24.12741762,-0.326328652,0.121146187,0.423449056,"no hit","8-3 FA"
"324","GTPBP4",23.39514124,0.255121272,0.122126977,0.424386435,"no hit","8-3 FA"
"325","MUT",23.6730574,0.243612892,0.122166157,0.424386435,"no hit","8-3 FA"
"326","PPM1G",24.92576273,-0.456766079,0.122613642,0.424415567,"no hit","8-3 FA"
"327","RPLP1",24.6355865,-0.259445336,0.122926386,0.424415567,"no hit","8-3 FA"
"328","GSS",24.50215916,-0.463237999,0.124385535,0.428144113,"no hit","8-3 FA"
"329","ALDH1A1",26.96255838,-0.384609439,0.125697124,0.42960324,"no hit","8-3 FA"
"330","NARS",24.11617905,-0.333125803,0.126196055,0.42960324,"no hit","8-3 FA"
"331","NUMA1",27.17927053,0.285522145,0.126398253,0.42960324,"no hit","8-3 FA"
"332","HNRNPH3",23.40927614,0.164548206,0.126991561,0.42960324,"no hit","8-3 FA"
"333","PKM",27.47717215,-0.364881905,0.127058507,0.42960324,"no hit","8-3 FA"
"334","AGPS",24.72960673,0.275661425,0.127172877,0.42960324,"no hit","8-3 FA"
"335","ALDH4A1",24.72038767,0.250207301,0.128218969,0.42960324,"no hit","8-3 FA"
"336","IPO5",26.50362658,-0.211561514,0.128310197,0.42960324,"no hit","8-3 FA"
"337","EEF1A1|EEF1A1P5",25.11173349,-0.406180875,0.128511861,0.42960324,"no hit","8-3 FA"
"338","P3H1",25.26243882,0.195532998,0.129173983,0.42960324,"no hit","8-3 FA"
"339","ACSL4",23.31145062,0.314994728,0.129411997,0.42960324,"no hit","8-3 FA"
"340","VARS2",23.27879859,0.239158209,0.129612704,0.42960324,"no hit","8-3 FA"
"341","WDR3",23.1125295,0.261705218,0.130142581,0.42960324,"no hit","8-3 FA"
"342","EXOSC10",23.48965783,0.19375858,0.130535832,0.42960324,"no hit","8-3 FA"
"343","NDUFS3",23.22069625,0.273692225,0.130661804,0.42960324,"no hit","8-3 FA"
"344","IDE",26.21609025,-0.192317342,0.131706693,0.42960324,"no hit","8-3 FA"
"345","FARSB",23.21685413,-0.34433387,0.132080624,0.42960324,"no hit","8-3 FA"
"346","UGDH",25.07795093,-0.329964592,0.132472118,0.42960324,"no hit","8-3 FA"
"347","E7EVH7|KLC1",23.44629707,-0.223085865,0.13266315,0.42960324,"no hit","8-3 FA"
"348","PPA1",24.55353356,-0.453318799,0.132716307,0.42960324,"no hit","8-3 FA"
"349","HSP90AB1",27.42486383,-0.313817436,0.132927106,0.42960324,"no hit","8-3 FA"
"350","PLS1",24.89575426,-0.265538255,0.133266974,0.42960324,"no hit","8-3 FA"
"351","MTPN",23.75487257,-0.421206401,0.133950578,0.42960324,"no hit","8-3 FA"
"352","UAP1",24.38292074,-0.423052673,0.134252447,0.42960324,"no hit","8-3 FA"
"353","ACADVL",25.6467425,0.426186507,0.134322359,0.42960324,"no hit","8-3 FA"
"354","WDR75",22.93426722,0.358762176,0.134821697,0.429982193,"no hit","8-3 FA"
"355","ACADM",25.21878506,-0.173270315,0.13536938,0.43051276,"no hit","8-3 FA"
"356","DDX18",24.20431507,0.236739735,0.136114132,0.431665324,"no hit","8-3 FA"
"357","HNRNPA1",25.9474583,0.263004497,0.137224135,0.433104661,"no hit","8-3 FA"
"358","ARID1A",23.91902931,0.337215582,0.137335225,0.433104661,"no hit","8-3 FA"
"359","PSMD2",26.42115381,-0.234091864,0.138883157,0.435397137,"no hit","8-3 FA"
"360","GLS",26.03441667,0.408027769,0.139643551,0.435397137,"no hit","8-3 FA"
"361","MRPS23",22.73990643,0.146539759,0.140083724,0.435397137,"no hit","8-3 FA"
"362","PCCB",25.1067443,0.197107872,0.140345102,0.435397137,"no hit","8-3 FA"
"363","PRMT5",24.5643371,-0.217645185,0.140572595,0.435397137,"no hit","8-3 FA"
"364","TPR",24.92379368,0.173315288,0.140813431,0.435397137,"no hit","8-3 FA"
"365","EIF5B",23.74261487,-0.206334594,0.140915804,0.435397137,"no hit","8-3 FA"
"366","IMPDH2",25.03159468,-0.348500355,0.141147345,0.435397137,"no hit","8-3 FA"
"367","CDC5L",23.87773193,0.281572058,0.141962489,0.436022996,"no hit","8-3 FA"
"368","EIF5",23.55849817,-0.307349779,0.142562524,0.436022996,"no hit","8-3 FA"
"369","TALDO1",25.25832837,-0.532257464,0.142674958,0.436022996,"no hit","8-3 FA"
"370","PEBP1",22.84302931,-0.450468011,0.143300144,0.436022996,"no hit","8-3 FA"
"371","PARN",24.27743143,0.248295528,0.143585336,0.436022996,"no hit","8-3 FA"
"372","ST13|ST13P4",24.67260472,-0.315849574,0.143667453,0.436022996,"no hit","8-3 FA"
"373","GLDC",24.70432284,0.202490746,0.146532006,0.443524491,"no hit","8-3 FA"
"374","PCBP1",24.336631,-0.188562681,0.148322771,0.446980532,"no hit","8-3 FA"
"375","MPHOSPH8",22.83372118,0.268807733,0.148465633,0.446980532,"no hit","8-3 FA"
"376","CAPN2",25.4686576,-0.357541341,0.148918021,0.447150122,"no hit","8-3 FA"
"377","ACO2",26.76701058,0.22661885,0.14989977,0.448904086,"no hit","8-3 FA"
"378","CTSL",24.3035196,0.170315841,0.151918737,0.450844222,"no hit","8-3 FA"
"379","RAN",25.65195822,-0.240587109,0.152279676,0.450844222,"no hit","8-3 FA"
"380","DDX39B",22.72371696,0.32407381,0.152360419,0.450844222,"no hit","8-3 FA"
"381","SMU1",24.76683053,0.229760515,0.152731165,0.450844222,"no hit","8-3 FA"
"382","CYB5R3",22.68479323,0.333111132,0.152832622,0.450844222,"no hit","8-3 FA"
"383","CWC22",23.45348566,0.258295147,0.15300647,0.450844222,"no hit","8-3 FA"
"384","SYMPK",23.04697862,0.499543496,0.153506012,0.450844222,"no hit","8-3 FA"
"385","CLUH",23.2906275,-0.166331747,0.153742272,0.450844222,"no hit","8-3 FA"
"386","NXF1",23.77810847,0.432170994,0.155148069,0.451877343,"no hit","8-3 FA"
"387","NOP58",24.68758996,0.240910065,0.155155046,0.451877343,"no hit","8-3 FA"
"388","EIF4A2",24.50060015,-0.315122231,0.155295314,0.451877343,"no hit","8-3 FA"
"389","SOD2",24.94136061,0.4345791,0.156726761,0.452569475,"no hit","8-3 FA"
"390","PABPC4",24.7355929,-0.227999026,0.156776761,0.452569475,"no hit","8-3 FA"
"391","SMC1A",23.39170228,0.271406638,0.157218516,0.452569475,"no hit","8-3 FA"
"392","DDX27",22.17471652,0.201444362,0.157390644,0.452569475,"no hit","8-3 FA"
"393","PPP2R2A",23.96691811,-0.357550754,0.158738784,0.452569475,"no hit","8-3 FA"
"394","RAB2A|DKFZp313C1541|RAB2B",22.79053064,0.207166239,0.158924222,0.452569475,"no hit","8-3 FA"
"395","NOL11",24.73150765,0.188109255,0.159816636,0.452569475,"no hit","8-3 FA"
"396","EPS15L1",22.97969106,-0.269067419,0.159902794,0.452569475,"no hit","8-3 FA"
"397","AKR1A1",24.02464232,-0.398216698,0.160069415,0.452569475,"no hit","8-3 FA"
"398","RPL30",23.71905338,-0.156647385,0.16008129,0.452569475,"no hit","8-3 FA"
"399","OGDH",26.85066041,0.17509146,0.160571809,0.452569475,"no hit","8-3 FA"
"400","HECTD1",24.19212482,-0.180064436,0.160619439,0.452569475,"no hit","8-3 FA"
"401","CHD8|CHD9|CHD7",24.59778035,0.417157327,0.160809399,0.452569475,"no hit","8-3 FA"
"402","IARS",25.90136581,-0.154461102,0.161145199,0.452569475,"no hit","8-3 FA"
"403","DDX5",26.04588162,0.307682649,0.161670849,0.452919079,"no hit","8-3 FA"
"404","CSDE1",24.67228758,-0.169603932,0.162348582,0.453260648,"no hit","8-3 FA"
"405","ETHE1",23.34100177,0.168334147,0.162882272,0.453260648,"no hit","8-3 FA"
"406","COLGALT1",25.93749386,0.192100103,0.162997186,0.453260648,"no hit","8-3 FA"
"407","RPS14",24.10906959,-0.17016154,0.165148205,0.457575275,"no hit","8-3 FA"
"408","NDUFAF7",23.54317048,0.178537181,0.165359355,0.457575275,"no hit","8-3 FA"
"409","NAPA",22.22075862,0.203926218,0.166056954,0.457880573,"no hit","8-3 FA"
"410","ATP5C1",23.36083913,0.246054181,0.166590536,0.457880573,"no hit","8-3 FA"
"411","MPRIP",24.64023593,0.193048865,0.166961137,0.457880573,"no hit","8-3 FA"
"412","ACLY",27.20886368,-0.260694888,0.16744776,0.457880573,"no hit","8-3 FA"
"413","TPM4",25.02685319,-0.403876191,0.168530407,0.457880573,"no hit","8-3 FA"
"414","NAGLU",23.45934918,0.212770958,0.169273832,0.457880573,"no hit","8-3 FA"
"415","PSMA7",24.51693724,-0.174548347,0.169399074,0.457880573,"no hit","8-3 FA"
"416","PES1",25.06740236,0.249740795,0.169493202,0.457880573,"no hit","8-3 FA"
"417","RAI14",22.90402985,0.243391646,0.169610915,0.457880573,"no hit","8-3 FA"
"418","CARM1",23.19149377,-0.22204451,0.169642048,0.457880573,"no hit","8-3 FA"
"419","RUVBL2",23.97354848,-0.174720465,0.170922408,0.457880573,"no hit","8-3 FA"
"420","NIP7",23.04922445,0.296466872,0.170987527,0.457880573,"no hit","8-3 FA"
"421","DPP7",23.25854058,0.239440399,0.17164023,0.457880573,"no hit","8-3 FA"
"422","NT5C2",23.53010696,-0.379794232,0.171729614,0.457880573,"no hit","8-3 FA"
"423","DYNC1LI1",23.33389535,-0.227940971,0.171894153,0.457880573,"no hit","8-3 FA"
"424","PDCD6IP",26.20974528,-0.260750734,0.172160646,0.457880573,"no hit","8-3 FA"
"425","CPSF2",23.77227602,0.215403525,0.172364255,0.457880573,"no hit","8-3 FA"
"426","TAGLN2",23.85570885,-0.362453151,0.173597131,0.458858169,"no hit","8-3 FA"
"427","PYGL",25.08190944,-0.165711405,0.173740541,0.458858169,"no hit","8-3 FA"
"428","TROVE2",23.38666885,-0.261938229,0.173951547,0.458858169,"no hit","8-3 FA"
"429","SERPINH1",25.74321569,0.180621449,0.174540797,0.4593393,"no hit","8-3 FA"
"430","EIF5A2|EIF5A|EIF5AL1",23.63865226,-0.324436995,0.175983949,0.461161083,"no hit","8-3 FA"
"431","PPP1R9B",24.48449878,0.1892304,0.176049979,0.461161083,"no hit","8-3 FA"
"432","GLUD1",26.01507605,0.211614807,0.182640173,0.475764899,"no hit","8-3 FA"
"433","CTPS1",24.62475846,-0.316242423,0.182826911,0.475764899,"no hit","8-3 FA"
"434","RPS8",24.05617666,-0.197135297,0.182889253,0.475764899,"no hit","8-3 FA"
"435","RPS2",24.2345277,-0.463220519,0.183321324,0.475792586,"no hit","8-3 FA"
"436","COPA",25.7453921,-0.144771292,0.185932326,0.481462377,"no hit","8-3 FA"
"437","MARS",25.34919817,-0.138385228,0.186854633,0.482743433,"no hit","8-3 FA"
"438","HSPA8",26.99901668,-0.225427194,0.187598073,0.48342055,"no hit","8-3 FA"
"439","HAT1",23.23698111,-0.204043582,0.187973093,0.48342055,"no hit","8-3 FA"
"440","CDC123",23.16679344,-0.21601302,0.18843735,0.483513109,"no hit","8-3 FA"
"441","PCK2",23.32872753,0.18696761,0.189297647,0.484619146,"no hit","8-3 FA"
"442","HIST1H1E|HIST1H1D|HIST1H1C",24.87002111,0.259849053,0.190807142,0.487378425,"no hit","8-3 FA"
"443","TRMT10C",22.55778115,0.320028741,0.191694239,0.487952761,"no hit","8-3 FA"
"444","NUP160",24.82281992,0.33718201,0.191896392,0.487952761,"no hit","8-3 FA"
"445","PMM2",23.79593779,-0.28235583,0.192561675,0.488544114,"no hit","8-3 FA"
"446","SPAG9",24.46298673,-0.246127839,0.193249475,0.489189815,"no hit","8-3 FA"
"447","UHRF1",23.09152511,0.267801501,0.194974375,0.490537765,"no hit","8-3 FA"
"448","KIF20B",23.45444913,0.181911195,0.195044068,0.490537765,"no hit","8-3 FA"
"449","PHYHIPL",23.67436146,-0.189087557,0.195085435,0.490537765,"no hit","8-3 FA"
"450","MRPL19",22.62995669,0.214212796,0.195706703,0.491006373,"no hit","8-3 FA"
"451","EEF1G",26.57074363,-0.262137607,0.196579211,0.491384914,"no hit","8-3 FA"
"452","SDF4",24.6364005,0.179516642,0.196728061,0.491384914,"no hit","8-3 FA"
"453","CTSB",24.31622665,0.230031826,0.197772661,0.492903607,"no hit","8-3 FA"
"454","LRRC15",23.5101937,0.282186378,0.198390331,0.49335393,"no hit","8-3 FA"
"455","GLOD4",24.0816712,-0.372675349,0.199052789,0.493913403,"no hit","8-3 FA"
"456","SKIV2L2",24.82642675,0.200380143,0.200749892,0.4967044,"no hit","8-3 FA"
"457","GANAB",26.9567856,0.157352938,0.201057494,0.4967044,"no hit","8-3 FA"
"458","PSMB5",23.5758153,-0.162505599,0.201524988,0.496719155,"no hit","8-3 FA"
"459","GFM1",26.69446122,0.197364035,0.201943394,0.496719155,"no hit","8-3 FA"
"460","UCHL1",25.95944389,-0.522486105,0.204483885,0.500701366,"no hit","8-3 FA"
"461","TTC38",22.84186472,-0.310095715,0.204538375,0.500701366,"no hit","8-3 FA"
"462","UTP4",23.72506927,0.279848801,0.204892853,0.500701366,"no hit","8-3 FA"
"463","SRGAP2",23.49091817,-0.165417711,0.205859546,0.501154677,"no hit","8-3 FA"
"464","PPP4C",23.25469558,-0.197241817,0.206690139,0.501154677,"no hit","8-3 FA"
"465","XPO7",23.86133906,-0.175634613,0.207050323,0.501154677,"no hit","8-3 FA"
"466","GOLGB1",26.0727124,0.214101465,0.207921455,0.501154677,"no hit","8-3 FA"
"467","RRBP1",26.85760593,0.147685734,0.20833144,0.501154677,"no hit","8-3 FA"
"468","NUP107",25.3682341,0.295900788,0.208383143,0.501154677,"no hit","8-3 FA"
"469","MYL6",25.51338612,-0.263065288,0.208627839,0.501154677,"no hit","8-3 FA"
"470","RMDN1",24.04155771,0.13607362,0.208629494,0.501154677,"no hit","8-3 FA"
"471","PC",26.03478201,0.155196392,0.209488644,0.502150061,"no hit","8-3 FA"
"472","EXOSC7",22.60471433,0.23640113,0.210620063,0.50274391,"no hit","8-3 FA"
"473","CKAP4",24.33343627,0.189385012,0.210626988,0.50274391,"no hit","8-3 FA"
"474","YWHAZ",25.64543208,-0.393859096,0.211502817,0.503006887,"no hit","8-3 FA"
"475","ETFA",23.99080528,-0.17137482,0.21162823,0.503006887,"no hit","8-3 FA"
"476","PGD",26.02101602,-0.303008101,0.212857845,0.504866611,"no hit","8-3 FA"
"477","EIF3K",24.20253629,-0.149674588,0.214079931,0.506602636,"no hit","8-3 FA"
"478","NUDT21",23.80826572,0.159606049,0.21448721,0.506602636,"no hit","8-3 FA"
"479","LONP1",25.45904802,0.270838225,0.215965756,0.508742644,"no hit","8-3 FA"
"480","RPL9",22.54171733,-0.260141342,0.216294481,0.508742644,"no hit","8-3 FA"
"481","PTBP1",25.12761783,0.166758594,0.217273772,0.509983553,"no hit","8-3 FA"
"482","RTCB",23.86785216,-0.168019548,0.218559209,0.511934818,"no hit","8-3 FA"
"483","BLMH",24.0392907,-0.247133767,0.219011972,0.511934818,"no hit","8-3 FA"
"484","GOT1",25.27908275,-0.267766975,0.219798877,0.51208877,"no hit","8-3 FA"
"485","H2AFY",24.41200591,0.160478396,0.220427831,0.51208877,"no hit","8-3 FA"
"486","TCEB2",23.96440746,-0.227130942,0.220589727,0.51208877,"no hit","8-3 FA"
"487","MANBA",24.16245926,0.219799387,0.220892145,0.51208877,"no hit","8-3 FA"
"488","COPE",23.34221442,-0.166860282,0.22252818,0.514824416,"no hit","8-3 FA"
"489","YLPM1",22.75352476,0.16637838,0.224369694,0.516391208,"no hit","8-3 FA"
"490","PITRM1",26.81424332,0.233258066,0.22494409,0.516391208,"no hit","8-3 FA"
"491","PSMB2",24.16594005,-0.160529156,0.225180474,0.516391208,"no hit","8-3 FA"
"492","DLAT",23.28938497,0.145907916,0.225818438,0.516391208,"no hit","8-3 FA"
"493","SF3A3",23.33333994,0.235771411,0.226345962,0.516391208,"no hit","8-3 FA"
"494","TBRG4",22.7466215,0.264234956,0.226499892,0.516391208,"no hit","8-3 FA"
"495","LSS",24.02877367,0.424986545,0.226806596,0.516391208,"no hit","8-3 FA"
"496","ADSL",22.64031297,-0.279679697,0.226864517,0.516391208,"no hit","8-3 FA"
"497","YWHAG",25.4140645,-0.32652756,0.227582524,0.516729279,"no hit","8-3 FA"
"498","LAMC1",23.42881738,0.143813766,0.228233148,0.516729279,"no hit","8-3 FA"
"499","VCP",27.02447884,-0.183544537,0.228443112,0.516729279,"no hit","8-3 FA"
"500","TRIM28",23.57720785,-0.135491386,0.22884379,0.516729279,"no hit","8-3 FA"
"501","ZYX",23.12912552,-0.40753875,0.229478187,0.517127492,"no hit","8-3 FA"
"502","CYP3A5",22.95876198,0.2321622,0.230117499,0.517208036,"no hit","8-3 FA"
"503","LARS",26.22625582,-0.132357389,0.230515332,0.517208036,"no hit","8-3 FA"
"504","NAE1",22.92490218,-0.285948291,0.231784015,0.517208036,"no hit","8-3 FA"
"505","SND1",26.35754633,0.253663044,0.232042506,0.517208036,"no hit","8-3 FA"
"506","CBR1",23.85607473,-0.36756999,0.232184215,0.517208036,"no hit","8-3 FA"
"507","CNPY3",23.5996039,0.128734037,0.232262599,0.517208036,"no hit","8-3 FA"
"508","AP2M1",24.68797181,0.191037986,0.233012267,0.517765406,"no hit","8-3 FA"
"509","PSMA4",24.28454376,-0.188776107,0.234130711,0.517765406,"no hit","8-3 FA"
"510","UGGT1",26.54072499,0.142567684,0.234176644,0.517765406,"no hit","8-3 FA"
"511","EIF4A3",25.89230241,0.134996769,0.234347318,0.517765406,"no hit","8-3 FA"
"512","RCN2",26.08081876,0.290084223,0.23559629,0.519508226,"no hit","8-3 FA"
"513","NUP188",24.48629308,0.266787949,0.236720317,0.520969276,"no hit","8-3 FA"
"514","PA2G4",24.67177874,-0.142377838,0.237656316,0.521465819,"no hit","8-3 FA"
"515","MSH2",23.10193997,-0.141166775,0.239075149,0.521465819,"no hit","8-3 FA"
"516","ANXA5",25.35797393,-0.778432182,0.239293952,0.521465819,"no hit","8-3 FA"
"517","HARS",23.41564257,-0.273672344,0.239390482,0.521465819,"no hit","8-3 FA"
"518","TOP2A",24.66022254,0.299997299,0.239675309,0.521465819,"no hit","8-3 FA"
"519","ENO3",23.29800858,-0.300179957,0.239717237,0.521465819,"no hit","8-3 FA"
"520","ATP5B",27.28950456,0.172489952,0.242134728,0.525711745,"no hit","8-3 FA"
"521","CAND1",25.91112852,-0.148650857,0.243014146,0.52605725,"no hit","8-3 FA"
"522","PSMB7",24.12906394,-0.255423607,0.244322236,0.52605725,"no hit","8-3 FA"
"523","NPM1",26.47973213,0.221813236,0.24434623,0.52605725,"no hit","8-3 FA"
"524","CHERP",25.20811612,0.180491953,0.24478375,0.52605725,"no hit","8-3 FA"
"525","PSME2",24.38085606,-0.194099476,0.245044365,0.52605725,"no hit","8-3 FA"
"526","DSTN",23.36561117,-0.204974123,0.245523383,0.52605725,"no hit","8-3 FA"
"527","SKP1",24.62669691,-0.269340602,0.24555551,0.52605725,"no hit","8-3 FA"
"528","RAB11A|RAB11B",22.3327305,-0.153845482,0.250992382,0.536055908,"no hit","8-3 FA"
"529","ILF2",25.90214142,0.248144998,0.251172343,0.536055908,"no hit","8-3 FA"
"530","ADH5",23.18737424,-0.291938943,0.252772489,0.538453094,"no hit","8-3 FA"
"531","POFUT2",24.99475582,0.243112532,0.254047895,0.540150798,"no hit","8-3 FA"
"532","ATP6V1A",25.64069835,0.132585433,0.254816037,0.540765612,"no hit","8-3 FA"
"533","CUL3",23.9171607,-0.141971844,0.256471509,0.543257661,"no hit","8-3 FA"
"534","GRPEL1",23.05940475,-0.169573622,0.257345276,0.544087671,"no hit","8-3 FA"
"535","CDK2",22.82026486,-0.177123857,0.259405063,0.547417413,"no hit","8-3 FA"
"536","NAA16",24.30431517,0.127114305,0.260009632,0.547669542,"no hit","8-3 FA"
"537","NDUFV1",24.32017063,0.14990918,0.264128366,0.554720926,"no hit","8-3 FA"
"538","HIST1H4A",25.69872852,0.201892227,0.264339998,0.554720926,"no hit","8-3 FA"
"539","H6PD",24.4388646,0.187176949,0.266186037,0.55642457,"no hit","8-3 FA"
"540","PPP1R7",24.36167982,-0.359191245,0.26641936,0.55642457,"no hit","8-3 FA"
"541","OLA1",23.34834422,-0.134617984,0.266630374,0.55642457,"no hit","8-3 FA"
"542","HNRNPA2B1",25.17149151,0.186168044,0.267805867,0.557129615,"no hit","8-3 FA"
"543","BCAT1",23.64520039,-0.411617724,0.267955165,0.557129615,"no hit","8-3 FA"
"544","HNRNPA3",24.15681121,0.129263416,0.269503253,0.558620859,"no hit","8-3 FA"
"545","ACAA2",23.1665058,0.189719193,0.269661974,0.558620859,"no hit","8-3 FA"
"546","EIF3F",23.6763675,-0.147755077,0.271996634,0.558835897,"no hit","8-3 FA"
"547","RPS5",23.74213852,-0.161892635,0.272747524,0.558835897,"no hit","8-3 FA"
"548","PRPF19",25.33166042,0.149643444,0.272856675,0.558835897,"no hit","8-3 FA"
"549","PYGB",24.7034225,-0.172336832,0.273133409,0.558835897,"no hit","8-3 FA"
"550","ESD",23.16807622,-0.350126916,0.273432883,0.558835897,"no hit","8-3 FA"
"551","SEH1L",24.29119332,0.118393988,0.273761561,0.558835897,"no hit","8-3 FA"
"552","ALDH6A1",23.86628108,0.157371532,0.273799065,0.558835897,"no hit","8-3 FA"
"553","LTA4H",24.03086676,-0.246119232,0.274312566,0.558835897,"no hit","8-3 FA"
"554","CFL1",25.35732764,-0.18874281,0.274920225,0.558835897,"no hit","8-3 FA"
"555","CORO1C",25.3861627,0.134600679,0.27507073,0.558835897,"no hit","8-3 FA"
"556","GPI",26.29375255,-0.311729144,0.275210593,0.558835897,"no hit","8-3 FA"
"557","MYL12A|MYL12B",24.60065639,-0.28545515,0.276091147,0.559617424,"no hit","8-3 FA"
"558","CAPN1",23.64984205,-0.182608821,0.277469947,0.561404247,"no hit","8-3 FA"
"559","CALR",27.90163873,-0.325165145,0.278846325,0.561857776,"no hit","8-3 FA"
"560","TBCD",23.23225816,0.304779408,0.279046866,0.561857776,"no hit","8-3 FA"
"561","ABCF2",23.91337271,-0.164322155,0.27941391,0.561857776,"no hit","8-3 FA"
